index	lemma	information density
785	surduda	0.3508176113528666
786	sügüz’ku	0.21628011110235873
787	pedaižom	0.3921647667273017
788	pauktuz	0.38111328796370164
789	mineral	0.424586470843151
790	todištada	0.409286432185751
791	purskutada	0.42402718961681685
792	mapeza	0.3100620057115417
793	pachaine	0.3618677745310799
794	vahvištoitim	0.3835803886613045
795	lumekaz	0.3930828130129391
796	tulleižetoi	0.37269800780758966
797	verisistem	0.34879218048639377
798	raudatoi	0.4678364763644233
799	kahaita	0.4119995593649186
800	kellotuz	0.3748478077930697
801	väl’düda	0.27543986541976373
802	äikerdoita	0.4832201147615158
803	kodiazeged	0.43055355591034855
804	ičeopenduz	0.37181387058588
805	hirskahtada	0.448548320592165
806	diskokargud	0.4397672714229331
807	mustenzoitta	0.4851362566989553
808	nahkpal’t	0.3818190145212528
809	penzaz	0.3310952626992268
810	öbok	0.16101424261025393
811	lepänurb	0.3015507455968424
812	patriot	0.41077234086261905
813	udištamine	0.4733333190606504
814	tedodoktor	0.3679415552577161
815	kartohkbarbad	0.40484718597473224
816	etiket	0.35913435982254777
817	lehtenozutim	0.4322812211054839
818	räčotada	0.36203310672026395
819	laivannök	0.3657603712831272
820	uho	0.2077343313080272
821	kaidas	0.390093045982383
822	Ispania	0.3209858921734529
823	vasttullei	0.4514807143942594
824	melata	0.38708274227701334
825	seboiteldas	0.4616447566360619
826	melištoitta	0.4348218407163767
827	mectuzbilet	0.3565570265982315
828	koirankärb	0.3931520225839435
829	lavaruzu	0.3320592565144493
830	agronom	0.33150498740131024
831	kel’	0.2337953888315408
832	assimiliruida	0.426131317341791
833	tedustada	0.4236424030737265
834	pimenduz	0.3727681382396999
835	märičematoi	0.42387348724797735
